"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.35","43988030.1","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"TURN","180 Degree Capital Corp.","2.02","62865555.24","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","10.25","662400735.5","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","18.25","147335078.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","51.64","1339341753.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","7.04","420230504.32","59691833","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","64.6","3373563357.8","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"JOBS","51job, Inc.","56.9","2093542809.9","36793371","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"CAFD","8point3 Energy Partners LP","14.95","1182319778.25","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","14.325","1317219863.325","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","18.05","405325186.45","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","38","1120996390","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","36.35","1907225394.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ABAX","ABAXIS, Inc.","48.14","1092633580","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABEO","Abeona Therapeutics Inc.","16.55","774130503.35","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","11.9","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","0.485","12491728.87","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","194.6","8604461817","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"ABLX","Ablynx NV","23.44","308107080","13144500","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ablx",
"AXAS","Abraxas Petroleum Corporation","2.15","356663287.15","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","11.85","674528567.7","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","38.35","1510120605.5","n/a","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","4.25","215070323.5","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","32.26","2834157103.74","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","30.16","3746042011.92","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","1.68","24859232.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","27.8","1540052251.4","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","35.54","1607652752.96","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","29.53","603969028.31","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","5.25","440573322","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.25","113261375.25","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","16.7918","108319972.5188","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acer",
"ACERW","Acer Therapeutics Inc.","0.0182","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acerw",
"ACET","Aceto Corporation","10.44","319894691.76","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","11.33","480319589.97","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHV","Achieve Life Sciences, Inc. ","1.29","15412502.04","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","3.02","416330350.64","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","22.89","2714278437.36","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","22.27","686688301.33","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","6.79","102612408.36","n/a","2017","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","29.25","205324616.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","20.8","972341052.8","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"SQZZ","Active Alts Contrarian ETF","25.2394","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqzz",
"ATVI","Activision Blizzard, Inc","61.96","46847922231.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","15.5","507196425","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ACXM","Acxiom Corporation","27.59","2185557714.25","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","35.93","818445158.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.05","135217277.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","8.1","473355608.4","58438964","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","33.15","385589495.85","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.49","15186443.56","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","7.85","165940993","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","2.98","135043643.82","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","179.52","88493129873.28","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","3.198","217690834.14","n/a","2017","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","22.8","1097810674.8","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","9.55","742324995.3","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAAP","Advanced Accelerator Applications S.A.","81.34","3432930216.66","42204699","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"ADES","Advanced Emissions Solutions, Inc.","8.63","182002126.1","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","72.55","2877138203.25","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","10.73","10352289010.19","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","3.03","124429480.05","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.85","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","3.05","137376477.4","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"AEGN","Aegion Corp","27.25","886355872.25","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","4.73","78727647.79","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","2.53","54501502.88","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.75","14867221.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","64.9","2382136912.1","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","44.72","1066138216","n/a","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","1.96","32223889.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.02","15397784.34","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","1.27","75351976.55","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","1.975","88225943.9","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","3.97","397726168.58","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","4.99","170589846.58","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","12.23","283766281.48","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","61.17","2982299858.13","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","20.02","7833743317.4","n/a","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","26.39","9142817690.37","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.89","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","5.84","293970310.88","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.37","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","11","161906657","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","38.02","1933834490.22","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","24.05","49129075.45","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","24.29","1436051810.48","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","9.29","88986476.02","n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","2.1","94873272.9","45177749","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","55.79","9436975463.02","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","4.84","56765344.68","11728377","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","18.81","1251648041.49","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","15.85","749216075.05","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.44","4365042.88","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","32.9","4114823430.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.78","132549833.94","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","39.3","1852618230.9","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","2.06","108041887.08","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"ALBO","Albireo Pharma, Inc.","24.39","217057609.89","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","8.4","119659848","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"ALDR","Alder BioPharmaceuticals, Inc.","10.8","731815084.8","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","6.5","124264894","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","108.96","24342714810.24","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","32.4","267416348.4","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","254.07","20370749255.28","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.3","89892847.2","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","3.67","134024781.38","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","53.7","8257767441","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","39.7","523307296.8","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","147.5","2371491577.5","n/a","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALNA","Allena Pharmaceuticals, Inc.","14","288705872","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/alna",
"AHGP","Alliance Holdings GP, L.P.","25.32","1515731160","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","1.44","18234682.56","n/a","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"ARLP","Alliance Resource Partners, L.P.","18.425","2408225198.225","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.0601","8268287.5737","n/a","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","31.81","300698943.89","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.2","10969274.8","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","5.91","195705985.8","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","14.13","2553021272.43","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","59.25","827599911.75","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","137.31","13617144195.72","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","17.53","418529644.03","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1010.17","701868248468.87","n/a","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1025.07","712220799922.77","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","25.215","27735869.625","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","2.65","44318812","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","10.97","152281645.65","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alpn",
"SWIN","ALPS/Dorsey Wright Sector Momentum ETF","29.4664","10313298.9328","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swin",
"AABA","Altaba Inc.","70.1","61223802566.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","23.46","1416771452.4","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/altr",
"ALT","Altimmune, Inc.","1.8","28174752","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","26.54","475191773.06","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","48.1","1408144912.2","n/a","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","14","495240774","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.2","844423328","263882290","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","14.26","100268477","n/a","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1162.35","560104122611.25","n/a","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.25","690080281.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","5.72","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","62.03","2060277136.15","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","52.86","3270101438.4","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","65.01","9449528550","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","3.3279","10057156.7367","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","52.87","1794233646.22","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","378.39","7419390901.32","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","2.7","42811872.3","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.5","0","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6.1","367542860.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","17.06","56346630229.46","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","49","23446454577","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"ACSF","American Capital Senior Floating, Ltd.","10.85","108501085","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"AETI","American Electric Technologies, Inc.","1.6","13871440","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMNB","American National Bankshares, Inc.","40.65","351514574.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","126.31","3401766268.04","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","13.6","734420848.8","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","26.55","431910461.7","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","40.36","770225316.08","n/a","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"AMRB","American River Bankshares","15.05","95974196.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","11.98","356138133.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","3.24","67797460.08","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","127.7","2075113507","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","45.8","337360097.8","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","49.75","1852244687.75","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","65.95","1269143316.85","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.25","77663752","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.5407","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","28.1","261636655.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","177.2","128631353890","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","13.63","2266250559","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","10.45","2500471861.8","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","19.18","881814808.28","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","37.78","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","9.93","146275841.07","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","9.78","1917139903.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","3.58","154060467","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","85.4","31481496295.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","82.15","1025615476.2","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"ANAB","AnaptysBio, Inc.","84.39","1982969215.2","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","3.74","157723616.6","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","24.8992","62122010.048","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ANDA","Andina Acquisition Corp. II","10.3","50235479.3","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","1.236","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","12","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","1.17","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","11.51","5494986280.05","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","17.24","632979288.64","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","70.67","823581325.01","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","54.74","802585235.06","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
